,label,weight0_0,weight1_0,weight2_0,weight3_0,weight0_1,weight1_1,weight2_1,weight3_1,weight0_2,weight1_2,weight2_2,weight3_2,weight0_3,weight1_3,weight2_3,weight3_3
406,9,0.0,0.0,0.0,0.0,33.0,38.0,0.0,8.0,41.0,51.0,29.0,35.0,14.0,19.0,9.0,0.0
407,4,0.0,8.0,29.0,0.0,21.0,47.0,48.0,30.0,29.0,14.0,47.0,41.0,0.0,29.0,0.0,0.0
408,9,0.0,6.0,7.0,0.0,12.0,39.0,37.0,0.0,50.0,30.0,54.0,41.0,29.0,10.0,0.0,0.0
409,6,0.0,0.0,15.0,0.0,37.0,33.0,47.0,39.0,0.0,0.0,35.0,47.0,0.0,0.0,9.0,8.0
410,0,0.0,0.0,10.0,0.0,41.0,44.0,62.0,43.0,38.0,33.0,44.0,56.0,0.0,9.0,19.0,0.0
411,0,0.0,0.0,8.0,0.0,43.0,47.0,29.0,50.0,21.0,39.0,21.0,57.0,0.0,9.0,21.0,11.0
412,9,7.0,13.0,0.0,0.0,53.0,41.0,6.0,45.0,52.0,52.0,46.0,47.0,0.0,14.0,10.0,0.0
413,6,0.0,0.0,9.0,0.0,27.0,43.0,58.0,32.0,20.0,0.0,36.0,49.0,0.0,0.0,0.0,24.0
414,1,0.0,0.0,0.0,0.0,47.0,21.0,29.0,44.0,37.0,56.0,50.0,53.0,0.0,0.0,0.0,0.0
415,1,0.0,0.0,0.0,0.0,32.0,35.0,13.0,35.0,41.0,56.0,64.0,64.0,0.0,0.0,12.0,42.0
416,9,0.0,0.0,0.0,0.0,41.0,47.0,0.0,32.0,64.0,57.0,44.0,18.0,22.0,34.0,0.0,0.0
417,6,0.0,6.0,11.0,0.0,37.0,42.0,61.0,59.0,0.0,20.0,23.0,47.0,0.0,0.0,18.0,0.0
418,2,0.0,0.0,0.0,0.0,56.0,32.0,0.0,44.0,26.0,42.0,43.0,52.0,0.0,0.0,0.0,25.0
419,6,0.0,8.0,11.0,0.0,36.0,37.0,64.0,56.0,0.0,23.0,44.0,53.0,0.0,0.0,19.0,6.0
420,9,0.0,7.0,0.0,0.0,53.0,55.0,16.0,24.0,24.0,60.0,37.0,58.0,0.0,0.0,21.0,9.0
421,6,0.0,0.0,8.0,0.0,43.0,48.0,51.0,44.0,0.0,6.0,33.0,37.0,0.0,0.0,10.0,24.0
422,6,0.0,0.0,7.0,0.0,42.0,40.0,57.0,43.0,0.0,7.0,35.0,34.0,0.0,0.0,11.0,29.0
423,8,0.0,7.0,0.0,0.0,35.0,39.0,43.0,30.0,25.0,41.0,35.0,46.0,0.0,0.0,0.0,10.0
424,9,0.0,0.0,9.0,0.0,39.0,28.0,17.0,38.0,56.0,64.0,17.0,49.0,0.0,18.0,25.0,16.0
425,7,0.0,8.0,8.0,0.0,45.0,24.0,56.0,43.0,62.0,53.0,34.0,0.0,15.0,0.0,0.0,0.0
426,0,0.0,0.0,11.0,0.0,35.0,35.0,24.0,35.0,45.0,17.0,8.0,37.0,0.0,11.0,19.0,9.0
427,7,0.0,11.0,0.0,0.0,50.0,27.0,54.0,44.0,58.0,50.0,47.0,0.0,14.0,0.0,6.0,0.0
428,9,0.0,0.0,0.0,0.0,33.0,38.0,0.0,17.0,60.0,64.0,40.0,40.0,21.0,18.0,6.0,0.0
429,7,0.0,0.0,0.0,0.0,36.0,0.0,23.0,36.0,54.0,39.0,43.0,6.0,40.0,0.0,0.0,0.0
430,0,11.0,17.0,8.0,0.0,48.0,25.0,29.0,37.0,35.0,19.0,24.0,42.0,0.0,6.0,12.0,0.0
431,9,0.0,0.0,0.0,0.0,22.0,56.0,0.0,0.0,41.0,57.0,35.0,37.0,47.0,32.0,0.0,0.0
432,9,0.0,0.0,0.0,0.0,29.0,31.0,0.0,0.0,60.0,48.0,40.0,30.0,32.0,16.0,0.0,0.0
433,7,0.0,0.0,0.0,0.0,28.0,0.0,25.0,35.0,50.0,40.0,37.0,0.0,34.0,19.0,0.0,0.0
434,1,0.0,0.0,0.0,0.0,0.0,40.0,16.0,0.0,56.0,56.0,52.0,50.0,0.0,0.0,0.0,0.0
435,7,0.0,0.0,0.0,0.0,48.0,10.0,48.0,48.0,60.0,47.0,41.0,0.0,21.0,0.0,0.0,0.0
436,9,0.0,0.0,0.0,0.0,43.0,34.0,7.0,37.0,30.0,47.0,23.0,41.0,0.0,7.0,16.0,9.0
437,7,0.0,0.0,0.0,0.0,46.0,12.0,46.0,41.0,64.0,51.0,50.0,9.0,9.0,0.0,11.0,0.0
438,2,8.0,13.0,0.0,0.0,50.0,10.0,22.0,40.0,49.0,46.0,28.0,50.0,0.0,0.0,0.0,14.0
439,6,0.0,0.0,0.0,0.0,45.0,41.0,60.0,43.0,8.0,0.0,53.0,47.0,0.0,0.0,16.0,10.0
440,9,0.0,12.0,0.0,0.0,48.0,52.0,0.0,48.0,47.0,53.0,32.0,51.0,0.0,9.0,16.0,6.0
441,7,6.0,0.0,11.0,0.0,48.0,0.0,62.0,46.0,58.0,47.0,48.0,0.0,13.0,6.0,11.0,0.0
442,4,0.0,0.0,24.0,0.0,24.0,41.0,61.0,22.0,29.0,39.0,58.0,23.0,7.0,0.0,10.0,0.0
443,0,0.0,13.0,13.0,0.0,51.0,34.0,24.0,49.0,30.0,31.0,17.0,58.0,0.0,0.0,9.0,0.0
444,9,0.0,0.0,0.0,0.0,48.0,35.0,0.0,30.0,28.0,43.0,19.0,39.0,0.0,0.0,12.0,17.0
445,7,0.0,0.0,0.0,0.0,25.0,6.0,26.0,31.0,47.0,33.0,45.0,12.0,27.0,12.0,0.0,0.0
446,4,0.0,0.0,22.0,7.0,10.0,45.0,60.0,12.0,36.0,11.0,58.0,56.0,0.0,0.0,15.0,0.0
447,6,0.0,8.0,6.0,0.0,36.0,53.0,61.0,41.0,29.0,7.0,38.0,46.0,0.0,0.0,16.0,29.0
448,9,0.0,12.0,0.0,0.0,41.0,46.0,28.0,25.0,52.0,46.0,48.0,26.0,0.0,6.0,0.0,0.0
449,8,6.0,19.0,0.0,0.0,46.0,64.0,49.0,43.0,34.0,38.0,31.0,40.0,0.0,0.0,16.0,12.0
450,1,0.0,0.0,0.0,0.0,47.0,53.0,32.0,33.0,8.0,22.0,35.0,61.0,0.0,0.0,0.0,45.0
451,2,0.0,14.0,0.0,0.0,47.0,26.0,8.0,41.0,15.0,24.0,32.0,64.0,0.0,0.0,0.0,23.0
452,9,0.0,0.0,0.0,0.0,38.0,24.0,29.0,18.0,30.0,32.0,40.0,38.0,0.0,6.0,11.0,0.0
453,8,0.0,0.0,0.0,0.0,41.0,39.0,37.0,33.0,54.0,41.0,38.0,41.0,9.0,0.0,8.0,10.0
454,1,0.0,0.0,0.0,0.0,23.0,53.0,51.0,34.0,55.0,48.0,45.0,58.0,0.0,0.0,0.0,0.0
455,6,0.0,8.0,0.0,0.0,27.0,56.0,46.0,26.0,34.0,11.0,33.0,47.0,0.0,0.0,13.0,12.0
456,9,0.0,0.0,0.0,0.0,53.0,43.0,14.0,38.0,37.0,52.0,40.0,53.0,0.0,6.0,22.0,6.0
457,8,0.0,0.0,0.0,0.0,54.0,31.0,45.0,41.0,56.0,41.0,29.0,35.0,0.0,0.0,0.0,0.0
458,3,0.0,0.0,0.0,0.0,33.0,19.0,0.0,25.0,50.0,45.0,41.0,46.0,0.0,0.0,0.0,0.0
459,8,0.0,0.0,0.0,0.0,52.0,52.0,54.0,51.0,58.0,47.0,29.0,31.0,0.0,0.0,0.0,0.0
460,9,6.0,0.0,0.0,0.0,48.0,53.0,0.0,32.0,38.0,57.0,34.0,19.0,0.0,14.0,0.0,0.0
461,8,0.0,0.0,0.0,0.0,53.0,53.0,57.0,56.0,45.0,31.0,9.0,11.0,0.0,0.0,0.0,0.0
462,6,0.0,0.0,8.0,0.0,42.0,44.0,61.0,44.0,0.0,10.0,36.0,47.0,0.0,0.0,11.0,8.0
463,7,0.0,0.0,0.0,0.0,47.0,13.0,39.0,49.0,58.0,52.0,39.0,0.0,22.0,15.0,0.0,0.0
464,9,0.0,12.0,0.0,0.0,42.0,19.0,22.0,21.0,28.0,32.0,30.0,34.0,0.0,10.0,21.0,20.0
465,9,0.0,8.0,0.0,0.0,25.0,46.0,26.0,0.0,58.0,40.0,48.0,44.0,21.0,0.0,0.0,0.0
466,0,0.0,9.0,10.0,0.0,52.0,46.0,24.0,55.0,57.0,14.0,30.0,27.0,10.0,18.0,13.0,0.0
467,9,0.0,0.0,0.0,0.0,18.0,46.0,32.0,0.0,59.0,39.0,56.0,39.0,0.0,0.0,0.0,0.0
468,9,0.0,9.0,0.0,0.0,34.0,21.0,21.0,22.0,39.0,31.0,37.0,45.0,0.0,0.0,16.0,9.0
469,9,0.0,9.0,0.0,0.0,48.0,36.0,17.0,33.0,39.0,44.0,39.0,42.0,0.0,6.0,14.0,0.0
470,2,8.0,10.0,0.0,10.0,47.0,42.0,37.0,64.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,6.0
471,3,0.0,0.0,0.0,11.0,44.0,23.0,19.0,52.0,51.0,46.0,49.0,43.0,7.0,0.0,0.0,0.0
472,9,0.0,0.0,0.0,0.0,17.0,49.0,0.0,0.0,56.0,58.0,47.0,33.0,17.0,0.0,0.0,0.0
473,9,0.0,0.0,0.0,0.0,11.0,46.0,10.0,0.0,53.0,48.0,36.0,34.0,21.0,10.0,8.0,0.0
474,5,0.0,0.0,0.0,0.0,54.0,64.0,25.0,37.0,59.0,47.0,44.0,46.0,12.0,0.0,8.0,0.0
475,4,0.0,0.0,18.0,0.0,12.0,44.0,48.0,8.0,29.0,15.0,50.0,35.0,0.0,8.0,0.0,0.0
476,9,0.0,0.0,0.0,0.0,44.0,39.0,0.0,33.0,32.0,51.0,16.0,43.0,0.0,10.0,16.0,0.0
477,9,0.0,6.0,0.0,0.0,51.0,52.0,0.0,36.0,41.0,53.0,30.0,25.0,0.0,16.0,10.0,0.0
478,9,14.0,12.0,0.0,0.0,51.0,44.0,0.0,53.0,30.0,60.0,35.0,35.0,0.0,9.0,0.0,0.0
479,0,0.0,9.0,15.0,0.0,56.0,25.0,31.0,56.0,37.0,38.0,24.0,56.0,0.0,11.0,16.0,0.0
480,5,0.0,0.0,0.0,0.0,63.0,43.0,12.0,45.0,45.0,0.0,32.0,37.0,0.0,0.0,0.0,0.0
481,3,6.0,0.0,0.0,0.0,47.0,19.0,9.0,44.0,37.0,36.0,43.0,44.0,0.0,0.0,11.0,0.0
482,8,6.0,14.0,11.0,0.0,44.0,44.0,48.0,51.0,26.0,49.0,39.0,48.0,0.0,0.0,12.0,6.0
483,4,0.0,0.0,16.0,0.0,10.0,47.0,51.0,0.0,40.0,26.0,61.0,50.0,6.0,29.0,13.0,0.0
484,5,6.0,11.0,0.0,0.0,52.0,50.0,0.0,38.0,40.0,21.0,37.0,40.0,6.0,0.0,0.0,0.0
485,3,13.0,0.0,0.0,0.0,51.0,10.0,0.0,44.0,42.0,46.0,41.0,44.0,0.0,0.0,12.0,0.0
486,9,0.0,0.0,0.0,0.0,23.0,46.0,0.0,0.0,37.0,50.0,31.0,28.0,29.0,20.0,0.0,0.0
487,8,0.0,0.0,0.0,0.0,42.0,51.0,50.0,37.0,46.0,28.0,11.0,45.0,0.0,0.0,0.0,0.0
488,5,0.0,0.0,0.0,0.0,42.0,49.0,9.0,40.0,46.0,43.0,23.0,44.0,0.0,0.0,17.0,14.0
489,4,0.0,0.0,25.0,11.0,10.0,21.0,61.0,17.0,41.0,45.0,57.0,47.0,0.0,0.0,0.0,0.0
490,0,0.0,10.0,7.0,0.0,49.0,34.0,28.0,46.0,35.0,16.0,14.0,51.0,0.0,11.0,17.0,9.0
491,8,0.0,0.0,0.0,6.0,36.0,45.0,54.0,45.0,51.0,34.0,9.0,24.0,10.0,0.0,0.0,0.0
492,5,0.0,8.0,0.0,0.0,57.0,52.0,0.0,31.0,36.0,27.0,36.0,50.0,0.0,0.0,11.0,8.0
493,4,0.0,0.0,13.0,0.0,0.0,33.0,55.0,0.0,53.0,46.0,63.0,55.0,0.0,0.0,16.0,6.0
494,2,0.0,9.0,0.0,0.0,59.0,27.0,24.0,49.0,6.0,20.0,16.0,64.0,0.0,0.0,0.0,10.0
495,7,0.0,0.0,0.0,0.0,25.0,0.0,24.0,30.0,47.0,32.0,46.0,0.0,25.0,13.0,9.0,0.0
496,5,12.0,11.0,0.0,0.0,63.0,39.0,24.0,46.0,46.0,0.0,20.0,30.0,0.0,0.0,0.0,0.0
497,4,0.0,16.0,10.0,0.0,50.0,34.0,58.0,39.0,7.0,41.0,36.0,0.0,23.0,11.0,0.0,0.0
498,2,10.0,0.0,8.0,14.0,62.0,41.0,41.0,52.0,13.0,8.0,0.0,40.0,0.0,0.0,0.0,13.0
499,9,0.0,13.0,0.0,0.0,23.0,42.0,16.0,16.0,44.0,40.0,42.0,21.0,12.0,10.0,0.0,0.0
500,5,0.0,0.0,0.0,0.0,55.0,40.0,29.0,56.0,50.0,0.0,22.0,21.0,0.0,0.0,0.0,0.0
501,4,0.0,9.0,0.0,0.0,18.0,63.0,7.0,0.0,51.0,46.0,45.0,48.0,37.0,31.0,8.0,0.0
502,4,0.0,0.0,10.0,8.0,0.0,32.0,24.0,38.0,37.0,17.0,28.0,47.0,0.0,6.0,11.0,0.0
503,5,0.0,0.0,0.0,0.0,55.0,51.0,29.0,50.0,47.0,6.0,25.0,17.0,0.0,0.0,0.0,0.0
504,5,0.0,0.0,0.0,0.0,40.0,58.0,0.0,27.0,44.0,47.0,25.0,23.0,10.0,8.0,0.0,0.0
505,4,0.0,14.0,0.0,0.0,24.0,60.0,8.0,0.0,53.0,48.0,43.0,34.0,7.0,19.0,0.0,0.0
506,5,0.0,12.0,0.0,0.0,50.0,58.0,0.0,32.0,39.0,27.0,33.0,28.0,6.0,0.0,0.0,0.0
507,5,10.0,18.0,0.0,0.0,55.0,43.0,20.0,45.0,42.0,13.0,44.0,45.0,0.0,0.0,0.0,0.0
508,5,0.0,20.0,0.0,0.0,55.0,55.0,17.0,39.0,42.0,0.0,42.0,28.0,0.0,0.0,0.0,0.0
509,4,0.0,0.0,14.0,0.0,18.0,38.0,45.0,22.0,26.0,30.0,56.0,50.0,0.0,12.0,0.0,0.0
510,6,0.0,0.0,0.0,0.0,31.0,43.0,56.0,37.0,21.0,0.0,34.0,44.0,0.0,0.0,12.0,26.0
511,0,0.0,0.0,9.0,0.0,45.0,43.0,28.0,49.0,35.0,29.0,29.0,42.0,0.0,6.0,13.0,0.0
512,5,0.0,0.0,0.0,8.0,59.0,18.0,0.0,44.0,40.0,34.0,10.0,41.0,6.0,0.0,15.0,0.0
513,4,0.0,0.0,19.0,0.0,20.0,48.0,57.0,12.0,31.0,14.0,64.0,49.0,0.0,7.0,14.0,0.0
514,6,0.0,0.0,0.0,0.0,10.0,36.0,57.0,16.0,36.0,10.0,34.0,52.0,0.0,0.0,0.0,20.0
515,9,0.0,0.0,0.0,0.0,40.0,26.0,0.0,31.0,36.0,52.0,7.0,40.0,0.0,0.0,25.0,42.0
516,5,0.0,9.0,0.0,0.0,42.0,45.0,0.0,47.0,40.0,41.0,31.0,42.0,17.0,0.0,10.0,0.0
517,4,0.0,0.0,15.0,0.0,13.0,40.0,55.0,12.0,26.0,19.0,55.0,35.0,0.0,12.0,0.0,0.0
518,7,0.0,0.0,0.0,0.0,60.0,15.0,38.0,51.0,37.0,53.0,42.0,0.0,0.0,0.0,8.0,0.0
519,9,0.0,7.0,0.0,0.0,48.0,48.0,7.0,56.0,54.0,50.0,49.0,55.0,0.0,6.0,0.0,0.0
520,5,15.0,25.0,0.0,0.0,59.0,43.0,24.0,45.0,46.0,0.0,40.0,33.0,0.0,0.0,0.0,0.0
521,4,0.0,0.0,7.0,0.0,9.0,47.0,35.0,0.0,29.0,22.0,59.0,45.0,0.0,17.0,0.0,0.0
522,9,6.0,13.0,0.0,0.0,57.0,46.0,13.0,45.0,21.0,60.0,38.0,50.0,0.0,9.0,20.0,20.0
523,3,10.0,0.0,0.0,0.0,61.0,40.0,0.0,47.0,35.0,38.0,33.0,47.0,0.0,0.0,18.0,17.0
524,5,0.0,0.0,0.0,0.0,49.0,35.0,9.0,44.0,33.0,45.0,14.0,44.0,0.0,0.0,26.0,34.0
525,5,0.0,0.0,8.0,0.0,48.0,53.0,33.0,39.0,42.0,32.0,46.0,44.0,0.0,0.0,0.0,0.0
526,1,0.0,8.0,0.0,0.0,21.0,56.0,14.0,12.0,59.0,64.0,64.0,64.0,6.0,16.0,8.0,15.0
527,2,6.0,15.0,0.0,0.0,61.0,25.0,24.0,55.0,8.0,16.0,9.0,51.0,0.0,0.0,0.0,15.0
528,5,0.0,14.0,8.0,0.0,64.0,37.0,40.0,46.0,47.0,0.0,32.0,39.0,0.0,0.0,0.0,0.0
529,5,0.0,13.0,0.0,0.0,56.0,48.0,23.0,47.0,53.0,20.0,44.0,37.0,18.0,0.0,0.0,0.0
530,1,0.0,0.0,0.0,0.0,59.0,57.0,57.0,44.0,31.0,38.0,41.0,42.0,0.0,0.0,0.0,0.0
531,6,0.0,0.0,0.0,0.0,30.0,43.0,54.0,33.0,20.0,0.0,38.0,44.0,0.0,0.0,15.0,33.0
532,5,0.0,13.0,0.0,0.0,50.0,39.0,26.0,41.0,46.0,0.0,41.0,36.0,9.0,0.0,0.0,0.0
533,5,0.0,6.0,0.0,0.0,54.0,55.0,20.0,40.0,43.0,24.0,49.0,35.0,0.0,0.0,10.0,0.0
534,2,0.0,0.0,0.0,0.0,60.0,22.0,21.0,46.0,23.0,31.0,16.0,45.0,0.0,0.0,0.0,18.0
535,6,0.0,0.0,0.0,0.0,39.0,54.0,52.0,38.0,22.0,26.0,26.0,47.0,0.0,0.0,23.0,8.0
536,5,0.0,17.0,0.0,0.0,53.0,64.0,0.0,37.0,35.0,25.0,37.0,31.0,0.0,0.0,0.0,0.0
537,5,0.0,7.0,0.0,0.0,36.0,39.0,25.0,29.0,54.0,0.0,48.0,49.0,0.0,0.0,0.0,0.0
538,3,0.0,0.0,0.0,8.0,54.0,12.0,0.0,32.0,47.0,46.0,29.0,41.0,7.0,0.0,12.0,0.0
539,9,0.0,0.0,0.0,0.0,39.0,44.0,0.0,24.0,64.0,54.0,40.0,23.0,29.0,22.0,7.0,0.0
540,5,0.0,0.0,0.0,0.0,58.0,42.0,21.0,61.0,59.0,8.0,28.0,19.0,7.0,0.0,0.0,0.0
541,5,0.0,10.0,7.0,0.0,38.0,30.0,29.0,25.0,35.0,24.0,37.0,29.0,7.0,0.0,9.0,0.0
542,4,0.0,0.0,6.0,9.0,0.0,26.0,52.0,22.0,38.0,30.0,44.0,32.0,0.0,11.0,6.0,0.0
543,5,0.0,0.0,0.0,0.0,54.0,40.0,20.0,64.0,59.0,9.0,25.0,19.0,0.0,0.0,0.0,0.0
544,5,6.0,18.0,0.0,0.0,63.0,62.0,0.0,40.0,52.0,14.0,40.0,36.0,0.0,0.0,0.0,0.0
545,5,0.0,0.0,0.0,0.0,57.0,55.0,7.0,43.0,40.0,12.0,41.0,45.0,0.0,0.0,0.0,0.0
546,5,0.0,0.0,0.0,0.0,59.0,57.0,16.0,47.0,44.0,8.0,45.0,46.0,0.0,0.0,0.0,0.0
547,1,0.0,0.0,0.0,0.0,43.0,44.0,10.0,32.0,10.0,24.0,41.0,64.0,0.0,0.0,0.0,55.0
548,5,6.0,20.0,0.0,0.0,58.0,45.0,40.0,43.0,54.0,0.0,25.0,17.0,7.0,0.0,0.0,0.0
549,5,6.0,14.0,0.0,0.0,46.0,41.0,19.0,32.0,51.0,0.0,47.0,36.0,11.0,0.0,0.0,0.0
550,5,0.0,14.0,0.0,0.0,61.0,36.0,57.0,47.0,48.0,8.0,17.0,18.0,9.0,0.0,0.0,0.0
551,8,0.0,9.0,0.0,0.0,37.0,23.0,40.0,38.0,38.0,33.0,31.0,40.0,0.0,0.0,0.0,0.0
552,5,0.0,0.0,10.0,0.0,31.0,48.0,40.0,21.0,59.0,13.0,63.0,26.0,39.0,0.0,0.0,0.0
553,5,0.0,0.0,0.0,0.0,38.0,37.0,8.0,25.0,64.0,34.0,59.0,40.0,47.0,0.0,0.0,0.0
554,7,0.0,0.0,0.0,0.0,43.0,13.0,49.0,31.0,36.0,36.0,50.0,11.0,0.0,0.0,0.0,0.0
555,8,6.0,0.0,0.0,0.0,40.0,33.0,45.0,56.0,29.0,40.0,13.0,20.0,0.0,8.0,0.0,0.0
556,5,0.0,8.0,0.0,0.0,52.0,54.0,9.0,48.0,48.0,0.0,49.0,36.0,6.0,0.0,0.0,0.0
557,6,0.0,7.0,13.0,0.0,31.0,27.0,37.0,49.0,0.0,0.0,43.0,55.0,0.0,0.0,0.0,19.0
558,0,0.0,0.0,0.0,0.0,29.0,41.0,41.0,33.0,35.0,15.0,12.0,50.0,0.0,10.0,17.0,0.0
559,1,0.0,0.0,0.0,0.0,40.0,52.0,60.0,41.0,45.0,30.0,18.0,37.0,0.0,0.0,0.0,0.0
560,5,0.0,13.0,0.0,0.0,53.0,60.0,0.0,45.0,45.0,21.0,37.0,36.0,9.0,0.0,0.0,0.0
561,6,0.0,0.0,0.0,0.0,16.0,43.0,46.0,24.0,31.0,0.0,33.0,46.0,0.0,0.0,0.0,43.0
562,4,0.0,10.0,11.0,0.0,31.0,40.0,54.0,16.0,26.0,33.0,55.0,31.0,0.0,17.0,10.0,0.0
563,3,0.0,0.0,0.0,0.0,44.0,13.0,16.0,32.0,49.0,48.0,52.0,41.0,0.0,0.0,0.0,0.0
564,5,0.0,0.0,0.0,0.0,49.0,51.0,0.0,27.0,51.0,10.0,41.0,23.0,11.0,0.0,0.0,0.0
565,6,0.0,0.0,0.0,0.0,38.0,40.0,64.0,43.0,0.0,6.0,48.0,53.0,0.0,0.0,14.0,13.0
566,5,0.0,18.0,0.0,0.0,47.0,48.0,34.0,45.0,63.0,0.0,32.0,18.0,19.0,0.0,0.0,0.0
567,3,10.0,0.0,0.0,0.0,60.0,22.0,6.0,42.0,51.0,47.0,48.0,47.0,0.0,0.0,9.0,0.0
568,5,0.0,0.0,0.0,0.0,49.0,22.0,0.0,43.0,40.0,32.0,0.0,45.0,0.0,7.0,21.0,20.0
569,6,0.0,0.0,0.0,0.0,41.0,54.0,53.0,37.0,32.0,0.0,49.0,52.0,0.0,0.0,7.0,6.0
570,7,0.0,0.0,0.0,0.0,23.0,0.0,28.0,17.0,60.0,40.0,57.0,33.0,49.0,27.0,7.0,0.0
571,6,0.0,10.0,6.0,0.0,35.0,50.0,54.0,24.0,28.0,0.0,29.0,45.0,0.0,0.0,11.0,21.0
572,5,0.0,15.0,0.0,7.0,55.0,53.0,6.0,40.0,41.0,17.0,47.0,47.0,9.0,0.0,0.0,0.0
573,6,0.0,0.0,0.0,0.0,0.0,16.0,39.0,16.0,45.0,35.0,43.0,57.0,0.0,0.0,0.0,26.0
574,8,0.0,10.0,0.0,0.0,39.0,49.0,42.0,39.0,58.0,39.0,38.0,51.0,0.0,0.0,0.0,0.0
575,9,0.0,12.0,0.0,0.0,41.0,46.0,21.0,44.0,56.0,56.0,43.0,48.0,0.0,0.0,12.0,9.0
576,5,0.0,0.0,0.0,0.0,58.0,57.0,0.0,45.0,48.0,34.0,30.0,48.0,10.0,0.0,12.0,0.0
577,6,0.0,0.0,9.0,0.0,37.0,52.0,40.0,39.0,8.0,17.0,35.0,49.0,0.0,0.0,17.0,16.0
578,9,9.0,0.0,0.0,0.0,58.0,43.0,0.0,46.0,40.0,58.0,43.0,36.0,0.0,11.0,17.0,0.0
579,1,0.0,12.0,0.0,0.0,34.0,58.0,0.0,19.0,30.0,48.0,40.0,57.0,0.0,0.0,12.0,21.0
580,5,0.0,8.0,0.0,0.0,48.0,27.0,38.0,43.0,48.0,0.0,33.0,46.0,0.0,0.0,0.0,0.0
581,6,0.0,0.0,0.0,0.0,40.0,37.0,62.0,43.0,0.0,0.0,40.0,36.0,0.0,0.0,10.0,34.0
582,9,0.0,20.0,0.0,0.0,54.0,41.0,16.0,40.0,28.0,56.0,43.0,53.0,0.0,8.0,9.0,0.0
583,6,0.0,0.0,0.0,0.0,35.0,41.0,61.0,43.0,9.0,0.0,40.0,34.0,0.0,0.0,17.0,31.0
584,5,0.0,0.0,0.0,0.0,51.0,55.0,28.0,55.0,51.0,0.0,27.0,14.0,0.0,0.0,0.0,0.0
585,7,0.0,0.0,0.0,0.0,31.0,6.0,30.0,32.0,52.0,34.0,48.0,14.0,25.0,18.0,0.0,0.0
586,1,0.0,0.0,0.0,0.0,0.0,28.0,7.0,0.0,58.0,58.0,61.0,57.0,0.0,0.0,0.0,7.0
587,2,11.0,0.0,0.0,0.0,55.0,9.0,16.0,61.0,16.0,31.0,28.0,59.0,0.0,0.0,0.0,18.0
588,5,0.0,19.0,6.0,0.0,60.0,47.0,33.0,36.0,50.0,6.0,46.0,56.0,0.0,0.0,0.0,0.0
589,7,7.0,0.0,0.0,0.0,48.0,16.0,38.0,41.0,56.0,56.0,34.0,0.0,0.0,6.0,8.0,0.0
590,1,0.0,28.0,0.0,0.0,27.0,60.0,31.0,16.0,47.0,40.0,28.0,36.0,0.0,0.0,0.0,0.0
591,5,15.0,10.0,0.0,0.0,64.0,58.0,40.0,53.0,38.0,16.0,16.0,11.0,0.0,0.0,0.0,0.0
592,5,12.0,23.0,0.0,0.0,51.0,35.0,25.0,27.0,40.0,11.0,40.0,54.0,0.0,0.0,19.0,22.0
593,7,0.0,0.0,0.0,0.0,52.0,27.0,43.0,50.0,63.0,57.0,34.0,0.0,9.0,7.0,8.0,0.0
594,3,0.0,0.0,0.0,0.0,42.0,41.0,29.0,33.0,41.0,23.0,40.0,46.0,0.0,0.0,0.0,7.0
595,0,0.0,16.0,11.0,0.0,51.0,19.0,15.0,38.0,31.0,37.0,18.0,46.0,0.0,8.0,15.0,0.0
596,5,0.0,13.0,0.0,0.0,43.0,33.0,30.0,33.0,39.0,0.0,40.0,50.0,6.0,0.0,0.0,0.0
597,7,0.0,0.0,0.0,0.0,54.0,16.0,57.0,42.0,39.0,48.0,53.0,8.0,0.0,0.0,11.0,0.0
598,3,6.0,0.0,0.0,0.0,42.0,16.0,12.0,16.0,45.0,28.0,43.0,51.0,0.0,0.0,0.0,10.0
599,9,0.0,0.0,0.0,0.0,42.0,27.0,0.0,15.0,45.0,63.0,27.0,54.0,0.0,10.0,28.0,23.0
600,5,0.0,18.0,0.0,0.0,40.0,31.0,40.0,27.0,42.0,0.0,12.0,25.0,0.0,0.0,0.0,0.0
601,7,0.0,0.0,15.0,0.0,47.0,10.0,60.0,43.0,58.0,45.0,47.0,0.0,0.0,0.0,10.0,0.0
602,4,0.0,0.0,24.0,0.0,45.0,50.0,60.0,39.0,6.0,45.0,58.0,0.0,0.0,0.0,6.0,0.0
603,0,0.0,10.0,0.0,0.0,47.0,29.0,30.0,44.0,38.0,17.0,22.0,53.0,0.0,8.0,16.0,0.0
604,5,8.0,14.0,0.0,0.0,51.0,54.0,16.0,29.0,36.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0
605,7,0.0,0.0,0.0,0.0,28.0,0.0,36.0,25.0,54.0,35.0,53.0,20.0,31.0,15.0,7.0,0.0
606,4,0.0,7.0,0.0,0.0,31.0,38.0,50.0,23.0,12.0,38.0,49.0,9.0,9.0,7.0,7.0,0.0
607,6,0.0,7.0,12.0,0.0,39.0,39.0,51.0,44.0,12.0,0.0,30.0,64.0,0.0,0.0,0.0,19.0
608,5,0.0,15.0,8.0,0.0,47.0,53.0,41.0,37.0,53.0,0.0,31.0,32.0,0.0,0.0,0.0,0.0
609,7,0.0,0.0,0.0,0.0,42.0,19.0,37.0,35.0,49.0,46.0,29.0,0.0,0.0,0.0,0.0,0.0
