label,filename,number_of_holes,width,height,aspect_ratio,area,angle,radius,contour,hull_radius,
5,5805,0,19,30,0.620689655172,211.0,90.0,9.50969346626,58,13.891133278,
5,5866,0,22,30,0.67058837316,282.5,86.6335396767,10.7526149104,51,15.376256626,
8,5866,2,22,30,0.633093589096,432.5,83.6598086357,11.8985890152,30,14.6669592458,
6,5866,0,20,30,0.568211901056,277.0,70.8209934235,10.1480922816,41,13.2680957183,
6,5866,0,20,30,0.531684703681,273.0,67.1663455963,9.9938160793,42,13.2119579999,
5,5900,0,21,30,0.689655172414,232.0,90.0,9.70690913219,45,14.3999882328,
9,5900,1,21,30,1.60164823733,255.0,-78.1113433838,10.4168421975,40,12.9323788088,
0,5900,1,20,30,0.655172413793,412.5,90.0,12.1558994413,31,12.7278518074,
0,5900,1,19,30,0.620689655172,427.0,90.0,12.1165855062,33,12.6840521974,
5,5902,0,21,30,1.5774999736,267.0,-84.5596694946,10.9813281681,45,13.9777740171,
9,5902,0,20,30,0.655172413793,357.0,90.0,11.4208794105,38,13.1182097963,
0,5902,1,20,30,0.655172413793,400.5,90.0,11.4677438032,33,12.2100641774,
2,5902,0,21,30,0.630136968016,272.5,86.6335391998,10.1220290281,43,14.2389995676,
5,5930,0,22,30,0.660377416289,259.0,83.6598086357,10.1366856636,60,14.3944058451,
9,5930,0,22,30,1.57534227768,327.0,-79.6951522827,10.9579448935,44,12.4944365997,
3,5930,0,22,30,0.590106072278,207.5,77.4711923599,9.96718618662,55,14.0244024311,
0,5930,1,20,30,0.655172413793,454.0,90.0,12.4156658796,33,12.8396113048,
5,5950,0,20,30,0.655172413793,246.0,90.0,10.1911422219,57,13.5671322372,
9,5950,1,21,30,0.613168702144,315.0,82.8749833107,11.6100765314,47,13.7594273103,
5,5950,0,23,30,1.62426024773,270.0,-76.7594833374,10.2233637107,57,14.1075085188,
0,5950,1,21,30,0.689655172414,447.5,90.0,12.2399372212,37,12.8248660736,
5,5971,0,20,30,0.655172413793,262.0,90.0,10.50744367,48,14.5969379343,
9,5971,0,19,30,0.609214989544,279.5,81.4692344666,11.0265459335,44,13.2358434308,
7,5971,0,21,30,0.689655172414,241.0,90.0,9.98405038059,43,12.6551761753,
1,5971,0,23,30,0.588235249766,287.5,74.0546045303,10.0391578299,42,14.2721263266,
5,5972,0,22,30,0.724137931034,234.5,90.0,10.503572243,55,14.2640334037,
9,5972,0,23,30,1.49230748102,316.0,-71.5650482178,10.4001607615,40,12.5829955746,
7,5972,0,22,30,0.784688986237,277.5,66.8014087677,10.0505686586,46,13.3537162039,
2,5972,0,20,30,0.504660387648,214.5,78.231710434,9.09594239483,53,14.5133051304,
5,5991,0,20,30,0.655172413793,317.0,90.0,10.8318517421,48,14.7196624894,
9,5991,1,22,30,0.655405342397,285.0,84.2894067764,10.8314425261,57,13.7352002026,
9,5991,1,21,30,0.634050892254,376.5,83.2901625633,11.841078144,44,13.756748763,
1,5991,0,18,30,0.559726884532,290.0,84.2894067764,11.0543634877,34,12.5172602991,
6,6014,1,21,30,0.607087827818,336.0,76.607503891,10.323910637,41,13.3749164524,
0,6014,1,20,30,0.655172413793,443.5,90.0,12.3149674798,32,12.6937507429,
1,6014,0,18,30,1.7633410216,239.5,-87.7974014282,9.63351016859,34,13.6576992602,
4,6014,0,19,30,1.45197755908,272.0,-57.9946174622,10.399654413,40,11.9162938968,
6,6026,1,22,30,0.62437394685,303.0,72.4744300842,11.3649407164,45,13.2849108093,
0,6026,1,20,30,0.655172413793,462.5,90.0,12.7617633344,30,13.1517004857,
2,6026,0,25,30,0.547058782302,272.5,68.198589325,10.4401431339,52,14.5455792673,
6,6026,1,18,30,0.484939772484,285.5,76.6075019836,10.2710919946,47,12.9760866765,
6,6028,1,21,30,0.585664363275,357.5,60.642244339,11.4523500427,32,13.314318349,
0,6028,1,20,30,0.655172413793,440.5,90.0,12.2410808239,35,13.271534495,
2,6028,0,25,30,0.708823603767,273.5,84.8055710793,10.3788397052,46,15.413995388,
8,6028,2,21,30,0.626057571024,426.5,75.2564373016,11.4856782523,42,13.8411151533,
6,6043,1,22,30,0.591104707932,292.0,69.1455421448,11.5216706239,50,13.6215664054,
0,6043,1,20,30,0.655172413793,444.5,90.0,12.432988231,34,13.071306117,
4,6043,0,21,30,1.43718601196,206.5,-60.9453964233,9.30497197482,60,12.118006805,
3,6043,0,20,30,0.655172413793,224.0,90.0,10.1645735099,54,15.3199084016,
6,6071,1,23,30,0.564668852801,354.0,57.9946174622,11.6020300366,34,13.8078434351,
0,6071,1,20,30,0.655172413793,429.5,90.0,11.6788273313,37,12.9890424855,
7,6071,0,17,30,1.95979905024,223.5,-85.6012878418,9.65459700727,52,12.5537891,
1,6071,0,18,30,0.540677989582,362.0,87.1375946999,12.3456780885,29,14.3721197295,
6,6076,0,21,30,0.605136458379,280.0,67.166349411,11.0310758546,41,13.3391946504,
0,6076,1,21,30,0.689655172414,417.0,90.0,12.0768364782,41,12.8289615071,
7,6076,0,21,30,0.688995196873,292.0,74.0546045303,9.86532377511,50,13.2882394782,
6,6076,1,20,30,0.580318376288,255.5,82.568590641,10.2479970859,47,13.0499887886,
6,6079,1,21,30,0.576489495156,284.0,69.775138855,11.9882018906,44,13.4237138613,
0,6079,1,20,30,0.655172413793,444.0,90.0,12.3625641529,31,13.1137761014,
7,6079,0,20,30,1.58648121903,231.5,-87.8788986206,9.32613621094,42,13.8146453395,
9,6079,0,18,30,1.73396682096,189.5,-87.7093887329,10.4852715199,39,13.9585297707,
6,6146,1,21,30,0.563694329602,296.5,69.7751407623,11.7660456337,48,13.4367200227,
1,6146,0,18,30,0.545657086174,247.0,82.4053564072,9.4369558092,41,12.8185610329,
4,6146,1,21,30,1.52029507504,255.0,-65.2248535156,10.1388580194,45,11.9502859557,
6,6146,1,24,30,0.621983796821,356.0,74.7448797226,11.6452440734,40,15.1141314288,
6,6163,1,21,30,0.573313785016,263.0,62.2414608002,11.7359919886,40,14.0128168946,
1,6163,0,16,30,2.07598800386,300.5,-85.0302581787,10.601410539,39,13.4480115187,
6,6163,1,21,30,0.556886264006,294.0,68.1985931396,10.1387590978,48,13.1325382236,
3,6163,0,19,30,0.572307770095,211.0,84.8055710793,9.81276182795,59,13.6700250302,
6,6173,1,22,30,0.615136854375,299.0,69.7751407623,11.5452459699,48,13.3248014531,
1,6173,0,19,30,0.599492997031,230.0,87.8789036274,9.20798641858,45,13.9710140459,
7,6173,0,19,30,0.620689655172,258.5,90.0,10.5961679268,39,13.9318932335,
3,6173,0,20,30,0.655172413793,277.0,90.0,10.0488025448,62,14.0256093518,
6,6184,1,23,30,0.758620689655,336.5,90.0,10.9147651246,39,13.7092285274,
1,6184,0,18,30,1.79846962568,310.5,-87.6140594482,10.6792870371,46,13.3250396862,
8,6184,2,20,30,1.78571428571,357.0,-81.0273742676,10.0924975458,38,13.9072504151,
4,6184,0,23,30,1.57142866694,297.5,-60.255115509,9.86883509427,60,12.9756621853,
6,6198,1,22,30,0.538147058803,317.0,61.1892051697,11.0466524799,43,13.2945291583,
1,6198,0,17,30,1.83333325337,228.5,-83.6598129272,9.34766812727,35,11.8293513148,
9,6198,0,22,30,0.655629130969,331.0,78.6900672913,10.9459784017,50,13.4732769063,
8,6198,2,18,30,0.586206896552,351.0,90.0,11.3880277897,42,13.7804078727,
6,6217,1,21,30,0.593900518734,304.5,64.6538219452,10.537496852,53,12.8905856195,
2,6217,0,25,30,0.691699594653,251.0,82.8749833107,10.4110580387,45,14.4350838442,
1,6217,0,18,30,0.565999942704,257.5,86.6335391998,9.49190846168,31,12.3563332108,
7,6217,0,21,30,1.83333350088,214.0,-71.5650482178,10.1985913392,43,13.1027740857,
6,6237,1,21,30,0.629629627271,317.5,56.3099327087,11.3897806387,30,12.9726073686,
2,6237,0,20,30,0.532026131001,215.0,80.9097223282,10.6805014296,31,14.1024825218,
3,6237,0,20,30,0.601475978307,224.0,83.6598081589,10.671951853,51,13.7008229542,
7,6237,0,22,30,0.724137931034,274.5,90.0,10.0014880601,54,13.6889312385,
6,6238,1,21,30,0.550724638577,294.0,63.4349498749,10.9289737302,47,12.805786146,
2,6238,0,22,30,0.627350361972,249.0,83.9909939766,10.0745246463,58,14.7082029257,
3,6238,0,20,30,0.590982292133,209.5,79.2157020569,10.0950963985,55,13.5892973475,
8,6238,2,19,30,0.620689655172,405.0,90.0,11.1562581856,43,14.2488305765,
6,6242,1,20,30,0.629007627793,284.0,57.7243537903,10.6951140267,40,13.1740051303,
2,6242,0,22,30,0.632450347729,249.5,84.2894067764,10.2243587033,60,14.9357005727,
4,6242,0,25,30,1.57783021681,280.5,-64.5366516113,9.59613754346,70,13.5225606108,
2,6242,0,19,30,0.620689655172,299.0,90.0,9.37063208293,40,14.5675526687,
6,6275,0,21,30,0.643153541003,230.5,82.8749833107,11.1496332926,41,12.6016307897,
2,6275,0,23,30,0.70444440423,317.5,86.1859250069,11.128831145,51,15.2600179611,
7,6275,0,19,30,0.620689655172,242.5,90.0,9.69558800029,54,13.5378356523,
5,6275,0,21,30,1.71093735841,177.0,-81.8698959351,9.45590446037,52,14.9882751316,
6,6367,1,21,30,0.689655172414,335.0,90.0,11.8190053906,41,13.5737188415,
3,6367,0,20,30,0.630527750367,257.0,87.614055872,9.44199625906,61,14.2453839993,
6,6367,0,20,30,0.609756096002,343.0,75.9637556076,11.187674592,42,12.9195126979,
7,6367,0,19,30,1.61111111111,271.0,90.0,10.0159055201,48,14.3173619063,
6,6396,1,20,30,0.559928486125,290.5,70.5599651337,11.4135030615,40,12.695703303,
3,6396,0,20,30,1.52631578947,220.0,90.0,9.5626951518,56,14.5839116022,
9,6396,0,20,30,0.655172413793,290.0,90.0,10.9765161772,47,13.626817883,
6,6396,1,22,30,0.582753847927,289.0,64.5366535187,11.2013897353,38,12.8018538935,
6,6398,1,21,30,0.605304171276,332.5,64.6538219452,11.0406487193,31,13.2267762028,
3,6398,0,22,30,0.656692894127,285.5,84.5596680641,11.4008408535,46,14.9750643787,
9,6398,1,20,30,0.655172413793,290.0,90.0,10.2028395237,51,13.7035129809,
8,6398,2,20,30,0.655172413793,385.0,90.0,10.9907750126,45,13.7983253744,
6,6399,0,23,30,0.575255086406,270.0,68.6293792725,10.389081362,48,13.3520211161,
3,6399,0,22,30,0.575671874012,250.5,80.1341934204,10.7251029615,51,14.5600859513,
9,6399,0,20,30,0.655172413793,231.0,90.0,11.1437034499,36,12.6495187849,
9,6399,0,17,30,0.527419404598,285.5,87.2736890316,10.0234000218,41,12.2280731063,
6,6403,1,20,30,0.655172413793,338.5,90.0,11.4381107352,27,13.5245022143,
4,6403,1,22,30,0.944444372803,338.0,53.9726295471,11.6665720835,33,12.8983312206,
0,6403,1,21,30,0.689655172414,442.5,90.0,11.9676337437,37,13.1552107918,
3,6403,0,20,30,0.60000003905,272.5,85.4260787964,9.49975937916,53,14.3677298504,
6,6428,0,21,30,0.597014883569,270.0,63.4349498749,11.0108217806,47,12.9303561315,
4,6428,0,26,30,1.55704684411,289.0,-60.255115509,9.73141118411,60,13.6642323919,
2,6428,0,19,30,0.488479281433,228.5,81.8698978424,8.71480375744,43,14.511869963,
8,6428,0,20,30,1.74559180181,317.5,-85.0302581787,10.8064062569,37,14.9094272912,
6,6430,0,21,30,0.631399327882,293.5,75.2564373016,10.3284776288,43,13.077824178,
4,6430,0,19,30,0.620689655172,242.0,90.0,9.67099162459,52,13.6535973745,
3,6430,0,20,30,0.655172413793,228.0,90.0,10.8733812085,65,14.3626711539,
0,6430,1,19,30,0.620689655172,407.5,90.0,11.3458184208,29,12.450327123,
6,6432,0,20,30,0.556701041826,275.5,71.5650520325,10.649711349,39,12.5196650606,
4,6432,0,21,30,1.4,221.0,-57.9946174622,9.81948093157,59,12.3997256262,
3,6432,0,20,30,0.622119818642,272.0,87.3974378109,10.2734204945,55,13.9191354779,
2,6432,0,22,30,0.724137931034,276.0,90.0,9.95986300952,42,15.0308168271,
6,6434,1,21,30,0.689655172414,311.0,90.0,10.988473693,39,13.20005888,
4,6434,0,22,30,0.701204790735,288.0,77.9052419662,10.0898735109,45,12.6908287197,
3,6434,0,22,30,0.595712075633,188.0,79.2157020569,9.89038285511,53,13.6436961632,
4,6434,1,22,30,1.17177915568,282.0,-50.1944313049,9.90860622074,39,12.4367628277,
6,6480,1,22,30,0.577748025691,352.5,67.7509765625,11.0464648622,41,13.3720550851,
4,6480,0,25,30,1.48132772782,289.5,-65.5560455322,10.1958252374,66,13.3488406358,
8,6480,0,18,30,0.586206896552,363.0,90.0,10.4543511069,40,13.8318651402,
0,6480,1,21,30,0.662337732804,447.5,85.6012949944,12.3699487315,32,12.9621474171,
6,6496,1,21,30,0.579710181656,310.5,63.4349498749,10.526250043,38,12.9598909898,
4,6496,0,23,30,1.35330576357,301.0,-56.9761352539,10.3172239243,39,13.586873462,
9,6496,1,19,30,0.620689655172,304.5,90.0,11.827571351,36,13.4895238686,
6,6496,1,18,30,0.504621093647,285.0,70.5599651337,10.4086820855,47,12.4093408179,
6,6500,0,19,30,0.551928777937,262.0,79.6951532364,10.922244395,43,12.9619100997,
5,6500,0,20,30,0.655172413793,214.0,90.0,10.4200683345,55,13.7118084817,
0,6500,1,21,30,0.689655172414,446.5,90.0,12.4032695236,32,13.1634225615,
0,6500,1,21,30,0.689655172414,427.0,90.0,12.083204077,35,13.4137687215,
6,6502,0,19,30,0.620689655172,323.5,90.0,10.9331916432,30,13.0854739671,
5,6502,0,23,30,0.758620689655,273.5,90.0,10.715508588,44,14.8949081954,
0,6502,1,22,30,0.642857115791,462.5,78.6900672913,12.2279590544,43,13.2612902021,
2,6502,0,23,30,0.522458534609,265.0,67.3801345825,9.74148785451,39,14.3979282254,
6,6574,0,17,30,0.523153984612,252.0,85.7636055946,9.68455829216,43,12.7967766315,
5,6574,0,21,30,1.7499998927,220.5,-79.2156982422,9.67786015525,49,13.1165417652,
7,6574,0,19,30,0.620689655172,293.5,90.0,9.36790481952,50,14.1393188357,
4,6574,0,22,30,1.4537035813,282.0,-68.1985931396,10.1377240892,49,12.795539985,
6,6605,1,21,30,0.689655172414,290.0,90.0,11.4786221959,38,14.1474646666,
6,6605,1,21,30,0.58823527936,306.0,63.4349498749,11.2433019819,39,13.1367540836,
0,6605,1,20,30,0.655172413793,421.5,90.0,12.0920609771,37,12.9434374526,
5,6605,0,21,30,1.54819281311,224.0,-87.7974014282,9.82739623639,52,15.4685613064,
6,6628,1,22,30,0.614583272468,357.0,71.5650501251,11.5258467244,50,12.8053263354,
6,6628,1,23,30,0.623626341275,362.5,70.0168933868,11.6013952586,49,13.4080736247,
2,6628,0,21,30,0.636363636364,200.0,86.8201699257,10.001804383,42,15.0300554702,
8,6628,2,20,30,0.589225585314,390.5,84.2894067764,10.8016851862,36,14.0071313693,
6,6639,1,22,30,0.613162115397,315.0,69.7751407623,11.8444011901,40,13.61581077,
6,6639,1,21,30,0.627245485635,284.5,82.2348332405,11.2188739077,53,13.4562282866,
3,6639,0,20,30,0.614361708636,228.5,85.6012945175,11.6233365969,42,14.2586036607,
9,6639,1,20,30,0.655172413793,273.5,90.0,10.8966402561,42,12.7320776855,
6,6652,0,22,30,0.585006730148,308.5,70.8209934235,10.4185949897,45,13.4148004254,
6,6652,0,21,30,0.583076914563,277.5,70.7099571228,11.411124022,32,12.6068638875,
5,6652,0,20,30,0.655172413793,237.0,90.0,9.62394349667,49,13.0565300524,
2,6652,0,22,30,0.606635152277,256.0,81.8698978424,10.564268643,57,14.669903535,
6,6658,1,22,30,0.571428571429,326.0,63.4349498749,10.9379697903,44,13.17550368,
6,6658,1,22,30,0.56868124306,327.5,67.7509746552,11.2677876327,37,13.573223144,
5,6658,0,19,30,1.79166656832,249.5,-81.8698959351,9.42285703051,42,13.7927818666,
8,6658,1,20,30,0.655172413793,408.0,90.0,11.4671853739,40,13.9924001792,
6,6674,0,16,30,0.477777782753,219.0,83.6598081589,9.33041967155,39,12.5998101488,
6,6674,0,22,30,0.52713176358,281.0,73.495639801,10.6816784845,46,13.1363010727,
7,6674,0,20,30,0.655172413793,258.0,90.0,9.50148985083,54,15.0351422238,
4,6674,0,22,30,1.15254233151,332.5,-50.1944274902,10.602173724,39,12.2773898407,
6,6732,1,22,30,0.611267557662,338.0,74.7448797226,11.5315373702,47,14.1724661448,
7,6732,0,20,30,1.52631578947,275.0,90.0,9.92331170035,46,15.0224763365,
3,6732,0,20,30,0.618384379017,260.5,85.2363581657,9.63869160158,58,13.8096539656,
2,6732,0,22,30,0.55257273459,255.5,68.9624900818,9.27583354415,46,14.5524596682,
6,6746,0,20,30,0.52387839039,262.0,62.2414608002,10.7386438472,35,13.6953771128,
7,6746,0,23,30,0.758620689655,265.5,90.0,9.49670131042,46,14.8229297965,
4,6746,0,21,30,1.5,241.5,-77.4711914062,9.76340833423,59,12.5578311155,
6,6746,1,23,30,0.558998758459,263.0,65.3764362335,11.0324382414,43,13.4935746455,
6,6751,1,21,30,0.569299546721,314.0,62.2414588928,11.4508891717,45,12.4195251189,
7,6751,0,23,30,1.50571428918,226.5,-83.2901611328,10.5451809457,50,14.055366356,
5,6751,0,20,30,0.619402948211,244.5,86.8201696873,10.4246293455,52,14.4101032244,
1,6751,0,22,30,0.515151537306,286.0,71.5650520325,9.72942983908,46,14.0080567115,
6,6809,1,21,30,0.571428571429,278.5,63.4349498749,10.6394015649,44,12.9700274553,
8,6809,2,21,30,0.631578987898,383.5,84.5596680641,11.2140596148,34,13.9420027939,
0,6809,1,22,30,0.724137931034,486.0,90.0,12.071339994,22,13.2337798442,
9,6809,1,20,30,0.592105329531,268.5,84.2894077301,9.75655355117,44,13.7067541842,
6,6819,1,20,30,0.582608717846,288.0,62.1027259827,11.5358128663,36,12.6330421184,
8,6819,2,20,30,0.655172413793,348.5,90.0,10.7099967335,39,13.7329477827,
1,6819,0,22,30,1.6833333457,345.0,-80.134185791,11.1867958687,48,14.4449917224,
9,6819,0,21,30,0.689655172414,243.0,90.0,10.3764870715,42,12.9153619298,
6,6820,0,19,30,0.587826063546,303.5,78.1113414764,10.2571009064,44,12.7653660033,
8,6820,0,20,30,0.655172413793,313.5,90.0,9.94001092815,43,13.2420976201,
2,6820,0,21,30,0.689655172414,217.0,90.0,10.5709307272,50,15.048774885,
0,6820,1,20,30,0.655172413793,465.0,90.0,12.6671108882,32,13.0499177948,
6,6891,1,21,30,0.637383226825,371.0,70.5599651337,10.6474799216,47,13.1333121105,
8,6891,0,18,30,1.80677978587,356.5,-86.8201675415,9.37428467924,28,13.8125325432,
9,6891,1,19,30,0.583870965864,319.5,87.2736890316,11.0830037386,47,13.9567746481,
1,6891,0,18,30,1.77163468653,368.5,-87.7093887329,11.6497915692,29,13.831047331,
6,6929,1,21,30,0.568218295422,339.5,72.4744319916,11.4385544182,46,13.4478075663,
9,6929,0,20,30,0.61380592048,269.0,86.8201699257,10.2526596649,49,13.598434771,
2,6929,0,22,30,0.672256084481,272.5,87.3974378109,10.2419954363,41,15.6593387273,
9,6929,0,20,30,1.53440374826,287.5,-87.5104446411,11.2631562868,41,13.5820359737,
6,6934,1,21,30,0.608247377807,300.5,71.5650501251,11.0613765388,41,12.7130727176,
9,6934,1,22,30,0.724137931034,344.0,90.0,11.2343170501,46,13.9601847512,
3,6934,0,22,30,0.649557504202,223.5,83.9909939766,9.97715214372,60,14.4464151365,
4,6934,0,23,30,1.40000024642,257.5,-63.4349517822,9.67362607825,53,12.6964038685,
6,6966,0,21,30,0.59183668194,296.5,71.5650520325,10.7529076048,38,13.4456003811,
9,6966,0,20,30,0.614173270706,275.0,79.992020607,10.8375391318,47,12.7000153705,
6,6966,1,21,30,0.689655172414,257.5,90.0,11.1240854735,40,13.4430971811,
6,6966,1,21,30,0.57440889713,270.5,67.7509746552,11.2085552465,39,13.0685152522,
6,6997,0,21,30,0.607508529797,286.5,66.0375099182,11.3917246548,46,13.1584122755,
9,6997,0,21,30,0.733333366505,217.5,63.4349498749,9.31275485574,53,12.2034474421,
9,6997,0,21,30,1.55479471272,258.5,-66.8014068604,9.2418525325,45,13.1095418363,
7,6997,0,22,30,1.62933334319,214.5,-75.256439209,10.4054861748,59,13.4062330566,
7,7000,0,19,30,0.624691415639,246.0,85.9143834114,9.91188409336,47,13.0606184742,
0,7000,0,21,30,0.641148291395,240.5,81.8698968887,10.4582447983,55,12.7052543703,
0,7000,1,21,30,1.52569186084,448.0,-85.6012878418,12.2667024873,36,13.0402179056,
0,7000,1,21,30,0.689655172414,446.5,90.0,12.2116974726,32,12.7124933356,
7,7001,0,20,30,0.655172413793,242.0,90.0,9.75660780425,53,14.1263724109,
0,7001,1,19,30,0.620689655172,425.5,90.0,12.1531509557,36,13.0583542931,
0,7001,1,20,30,0.655172413793,451.5,90.0,12.7852018093,33,13.3052583135,
1,7001,0,20,30,0.610486825971,326.5,83.6598081589,10.7340931255,31,13.082881045,
7,7007,0,21,30,0.689655172414,272.0,90.0,10.2300225816,51,14.4582071698,
0,7007,1,20,30,0.655172413793,434.5,90.0,12.0888822783,35,12.9316688651,
0,7007,1,21,30,0.689655172414,456.5,90.0,12.6401811329,41,12.9999298843,
7,7007,0,22,30,0.724137931034,250.5,90.0,9.34629014765,57,13.8153385795,
7,7047,0,18,30,1.83884291743,222.0,-86.1859207153,9.50679763892,55,12.8324783084,
0,7047,1,19,30,0.620689655172,455.0,90.0,13.0355833557,29,13.6226080282,
4,7047,0,23,30,1.39130426317,315.0,-63.4349517822,11.3657127715,37,13.4368052373,
7,7047,0,19,30,0.620689655172,273.0,90.0,9.52734591618,52,13.1408833625,
7,7060,0,18,30,1.79835407991,206.5,-86.1859207153,8.82976923506,57,12.8189546389,
0,7060,1,20,30,0.655172413793,414.5,90.0,11.7218729306,44,12.6079904946,
6,7060,1,22,30,0.564406786501,327.5,60.642244339,11.2298058652,37,12.7371935045,
0,7060,1,19,30,0.620689655172,411.0,90.0,11.6334474968,31,12.623053624,
7,7063,0,18,30,1.70588235294,246.5,90.0,9.58301560871,49,13.7316013887,
0,7063,1,19,30,0.620689655172,405.0,90.0,11.8422716426,39,12.8656564678,
6,7063,1,18,30,0.526066343842,285.5,79.2157020569,9.98855394808,50,12.602523062,
3,7063,0,20,30,0.655172413793,246.5,90.0,9.93662194466,54,14.6098076825,
7,7070,0,22,30,0.724137931034,256.0,90.0,9.59748475033,44,13.9990992706,
0,7070,1,21,30,0.689655172414,458.0,90.0,12.282656309,40,12.9667755653,
7,7070,0,19,30,0.620689655172,233.5,90.0,9.50613945669,52,14.3553787995,
0,7070,1,20,30,0.655172413793,423.5,90.0,11.8379850942,35,12.8372642853,
7,7077,0,20,30,0.655172413793,242.5,90.0,9.73252269138,51,13.2089701393,
0,7077,1,21,30,0.664935067284,442.0,85.6012945175,12.2302827418,36,12.96694907,
7,7077,0,21,30,0.689655172414,274.5,90.0,9.7042282756,54,13.9927515713,
7,7077,0,21,30,1.45,260.0,90.0,9.84404694093,45,14.4164719367,
7,7091,0,18,30,0.586206896552,249.5,90.0,10.011058368,52,13.6776691458,
0,7091,1,21,30,0.689655172414,485.5,90.0,12.7765145729,23,13.2857473678,
9,7091,0,20,30,1.55882360113,264.0,-83.6598129272,10.2549541487,49,12.413065026,
1,7091,0,17,30,0.551724137931,348.0,90.0,10.7207764915,44,14.1860241694,
7,7169,0,23,30,0.735576928688,288.5,81.8698978424,10.2790542494,46,13.3075104896,
1,7169,0,19,30,0.620689655172,308.5,90.0,10.8071215646,31,14.4539469869,
6,7169,1,21,30,0.611940274755,335.0,63.4349498749,11.2993381913,36,13.0923904728,
9,7169,1,20,30,0.674176734835,267.5,81.4692344666,10.6310337445,45,12.745960842,
7,7196,0,20,30,0.655172413793,256.0,90.0,9.31979931478,45,15.0192099685,
1,7196,0,21,30,0.648910420568,254.0,85.9143834114,10.086340651,42,13.6653044418,
9,7196,1,20,30,0.655172413793,271.5,90.0,11.6792728203,38,14.872730051,
6,7196,0,22,30,0.58616006887,302.0,73.0724849701,10.2291019142,47,13.079042763,
7,7203,0,22,30,1.73626364818,249.5,-78.690071106,9.81665849587,48,12.9960885202,
2,7203,0,23,30,0.644012878332,263.5,84.2894067764,9.83108647575,52,14.705593135,
0,7203,1,20,30,0.655172413793,407.0,90.0,11.4160814848,38,12.0545456221,
3,7203,1,18,30,0.556390976958,294.5,86.8201699257,11.2810563312,38,13.6066516651,
7,7225,0,20,30,0.655172413793,212.0,90.0,8.4499759906,51,14.2891992223,
2,7225,0,24,30,0.620065830662,236.5,81.0273733139,10.9682982379,50,14.8220616551,
2,7225,0,23,30,0.641366270578,222.0,83.2901630402,9.86645120851,55,14.7176455913,
5,7225,0,16,30,0.51724137931,205.0,90.0,9.90797393333,54,13.8205150693,
7,7237,0,22,30,1.62151390878,240.0,-81.2538375854,9.82292701142,43,13.8519254936,
2,7237,0,24,30,0.732928666083,275.5,87.3974380493,10.4605597774,47,15.6332784823,
3,7237,0,20,30,0.61414787224,187.5,87.2736890316,10.1208363858,52,14.790709051,
7,7237,0,22,30,0.646666686982,268.5,78.6900672913,9.92466377993,36,13.0734369641,
7,7256,0,20,30,0.701149339225,225.5,71.5650520325,9.36206497611,61,12.8042461363,
2,7256,0,22,30,0.652567938719,277.0,84.8055706024,9.15648560797,47,14.7478025376,
5,7256,0,22,30,1.65142824413,289.0,-77.4711914062,9.68182067281,50,14.0132845498,
6,7256,0,22,30,0.585733886836,268.0,72.3498744965,10.9449146168,36,13.3827858382,
7,7260,0,22,30,0.724137931034,226.5,90.0,10.319072515,46,15.1295454662,
2,7260,0,23,30,0.65414715284,225.0,84.5596680641,11.1592208352,46,15.1319780055,
6,7260,1,24,30,0.616438294539,344.0,63.4349498749,11.1655220292,33,13.4315862595,
0,7260,1,20,30,0.655172413793,430.5,90.0,12.5041073897,26,13.2642135814,
7,7285,0,23,30,0.758620689655,266.5,90.0,9.32866401572,50,14.7964070069,
2,7285,0,22,30,0.540669951541,225.5,67.3801345825,10.2683021048,49,14.5809254914,
8,7285,2,23,30,0.591194875841,387.5,78.6900672913,11.3014877021,45,14.295739733,
5,7285,0,17,30,0.499274260552,234.5,85.0302591324,9.97004706354,43,13.7513076075,
7,7323,0,24,30,1.55199979061,279.0,-80.5376739502,9.99192657466,44,14.4921805764,
3,7323,0,20,30,1.5852416985,253.0,-84.5596694946,9.89833280308,59,13.3805350715,
2,7323,0,24,30,0.692745339712,266.0,85.0302591324,10.0828897762,51,15.2274896484,
3,7323,0,20,30,0.59493668997,217.0,82.8749833107,10.2015731988,53,13.8511953431,
7,7368,0,21,30,0.689655172414,242.0,90.0,9.75994474634,32,14.3164396504,
3,7368,0,20,30,0.655172413793,231.5,90.0,9.93374773667,49,13.8212917494,
6,7368,0,22,30,0.616332817865,247.5,76.6075019836,9.48832807789,65,12.9372789348,
8,7368,2,20,30,0.655172413793,349.0,90.0,10.2935809048,35,14.3766622695,
7,7373,0,19,30,0.620689655172,273.5,90.0,10.0728527718,43,12.6156344103,
3,7373,0,22,30,0.615952767664,273.0,82.2348337173,10.296937689,55,14.0406522456,
7,7373,0,20,30,1.73972639043,258.0,-75.963760376,9.77464543587,42,12.9831562872,
3,7373,0,21,30,0.596721308158,266.5,81.4692344666,9.63603631532,53,13.8971090948,
7,7432,0,20,30,0.655172413793,277.5,90.0,9.70165413956,44,13.159457095,
4,7432,0,22,30,1.50865046369,282.0,-70.3461761475,9.72947248734,45,13.1579172184,
3,7432,0,20,30,0.655172413793,218.5,90.0,10.1564933518,57,14.372535137,
2,7432,0,17,30,0.516068035666,205.0,86.8201699257,9.73647312214,44,13.8402926556,
7,7433,0,19,30,0.620689655172,244.5,90.0,10.1797059116,51,14.260362053,
4,7433,0,23,30,1.57499983176,260.0,-65.2248535156,10.452410729,43,14.6035620646,
