,label,number_of_holes,area,radius,contour,hull_radius,weight4_1,weight0_2,weight1_2,weight2_2,weight3_2,weight4_2,weight5_2,weight6_2,weight7_2,weight2_3,weight3_3,weight4_3,weight5_3,weight7_3,weight2_4,weight3_4,weight4_4,weight5_4,weight7_4,weight0_5,weight1_5,weight2_5,weight3_5,weight4_5,weight5_5,weight6_5,weight7_5,weight3_6,weight4_6,weight5_6,weight6_6,weight7_6
844,6,0.0,286.5,11.3917246548,46.0,13.1584122755,8.0,0.0,13.0,15.0,12.0,10.0,16.0,16.0,7.0,0.0,0.0,10.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,14.0,16.0,16.0,9.0,0.0,0.0,7.0,8.0,0.0
845,9,0.0,217.5,9.31275485574,53.0,12.2034474421,0.0,0.0,6.0,16.0,11.0,0.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,6.0,14.0,16.0,16.0,13.0,9.0,15.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
846,9,0.0,258.5,9.2418525325,45.0,13.1095418363,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,8.0,16.0,0.0,7.0,15.0,16.0,12.0,16.0,16.0,13.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
847,7,0.0,214.5,10.4054861748,59.0,13.4062330566,0.0,0.0,8.0,0.0,0.0,0.0,16.0,0.0,10.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0,12.0,14.0,0.0,12.0,16.0,16.0,16.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,7,0.0,246.0,9.91188409336,47.0,13.0606184742,0.0,7.0,12.0,0.0,13.0,8.0,0.0,9.0,14.0,0.0,12.0,16.0,16.0,8.0,6.0,15.0,16.0,7.0,0.0,10.0,16.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849,0,0.0,240.5,10.4582447983,55.0,12.7052543703,0.0,6.0,0.0,0.0,12.0,13.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,16.0,13.0,0.0,0.0,0.0,12.0,0.0,0.0,11.0,14.0,9.0,13.0,14.0,0.0,0.0,9.0,12.0,0.0,0.0
850,0,1.0,448.0,12.2667024873,36.0,13.0402179056,0.0,12.0,15.0,16.0,13.0,13.0,13.0,16.0,11.0,6.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,7.0,10.0,7.0,16.0,13.0,8.0,8.0,16.0,10.0,0.0,9.0,8.0,0.0,0.0,0.0
851,0,1.0,446.5,12.2116974726,32.0,12.7124933356,7.0,0.0,16.0,11.0,10.0,12.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,14.0,11.0,9.0,15.0,9.0,6.0,9.0,10.0,7.0,0.0
852,7,0.0,242.0,9.75660780425,53.0,14.1263724109,0.0,7.0,10.0,0.0,6.0,0.0,0.0,0.0,10.0,0.0,16.0,14.0,14.0,12.0,0.0,13.0,16.0,11.0,0.0,16.0,16.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,0,1.0,425.5,12.1531509557,36.0,13.0583542931,6.0,0.0,16.0,13.0,12.0,8.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,0.0,12.0,10.0,8.0,10.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
854,0,1.0,451.5,12.7852018093,33.0,13.3052583135,8.0,12.0,16.0,16.0,16.0,12.0,8.0,14.0,12.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,9.0,0.0,7.0,15.0,7.0,0.0,8.0,8.0,0.0,0.0,0.0
855,1,0.0,326.5,10.7340931255,31.0,13.082881045,7.0,0.0,0.0,0.0,15.0,16.0,13.0,0.0,0.0,15.0,16.0,16.0,14.0,8.0,16.0,16.0,16.0,16.0,16.0,12.0,12.0,12.0,12.0,12.0,13.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0
856,7,0.0,272.0,10.2300225816,51.0,14.4582071698,7.0,16.0,11.0,0.0,0.0,16.0,10.0,13.0,16.0,0.0,7.0,16.0,16.0,0.0,15.0,16.0,16.0,0.0,0.0,16.0,15.0,7.0,10.0,16.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
857,0,1.0,434.5,12.0888822783,35.0,12.9316688651,0.0,0.0,11.0,14.0,16.0,16.0,16.0,15.0,0.0,13.0,10.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0,15.0,9.0,8.0,8.0,15.0,8.0,7.0,8.0,11.0,6.0,0.0
858,0,1.0,456.5,12.6401811329,41.0,12.9999298843,8.0,0.0,15.0,14.0,12.0,12.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,16.0,0.0,13.0,14.0,8.0,8.0,8.0,15.0,10.0,8.0,8.0,9.0,0.0,0.0
859,7,0.0,250.5,9.34629014765,57.0,13.8153385795,9.0,16.0,0.0,0.0,0.0,16.0,14.0,14.0,14.0,0.0,0.0,16.0,14.0,0.0,10.0,16.0,16.0,0.0,0.0,16.0,16.0,9.0,0.0,16.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
860,7,0.0,222.0,9.50679763892,55.0,12.8324783084,0.0,0.0,9.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,16.0,15.0,16.0,0.0,0.0,16.0,16.0,0.0,14.0,16.0,12.0,14.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,0,1.0,455.0,13.0355833557,29.0,13.6226080282,0.0,0.0,16.0,16.0,16.0,16.0,16.0,14.0,7.0,7.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,13.0,9.0,8.0,13.0,12.0,0.0,8.0,8.0,7.0,0.0,0.0
862,4,0.0,315.0,11.3657127715,37.0,13.4368052373,7.0,0.0,0.0,0.0,0.0,15.0,16.0,0.0,0.0,7.0,14.0,14.0,16.0,0.0,16.0,14.0,12.0,16.0,16.0,9.0,6.0,12.0,16.0,16.0,16.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0
863,7,0.0,273.0,9.52734591618,52.0,13.1408833625,0.0,0.0,12.0,0.0,0.0,13.0,0.0,0.0,6.0,0.0,9.0,16.0,16.0,16.0,16.0,16.0,16.0,12.0,8.0,12.0,15.0,11.0,10.0,16.0,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
864,7,0.0,206.5,8.82976923506,57.0,12.8189546389,0.0,6.0,7.0,0.0,0.0,12.0,0.0,0.0,0.0,8.0,0.0,16.0,16.0,14.0,16.0,13.0,16.0,10.0,0.0,0.0,13.0,14.0,7.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865,0,1.0,414.5,11.7218729306,44.0,12.6079904946,7.0,0.0,12.0,16.0,13.0,8.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,0.0,11.0,13.0,9.0,13.0,16.0,13.0,0.0,7.0,0.0,0.0,0.0,0.0
866,6,1.0,327.5,11.2298058652,37.0,12.7371935045,0.0,0.0,7.0,15.0,16.0,16.0,16.0,11.0,0.0,7.0,10.0,15.0,0.0,10.0,0.0,7.0,12.0,0.0,16.0,0.0,0.0,0.0,0.0,14.0,0.0,6.0,16.0,0.0,0.0,14.0,16.0,14.0
867,0,1.0,411.0,11.6334474968,31.0,12.623053624,0.0,0.0,7.0,14.0,14.0,13.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,16.0,0.0,12.0,15.0,11.0,0.0,9.0,14.0,7.0,7.0,8.0,7.0,0.0,0.0
868,7,0.0,246.5,9.58301560871,49.0,13.7316013887,0.0,12.0,0.0,0.0,0.0,6.0,0.0,6.0,12.0,0.0,14.0,15.0,14.0,16.0,9.0,16.0,16.0,10.0,0.0,16.0,16.0,13.0,14.0,15.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0
869,0,1.0,405.0,11.8422716426,39.0,12.8656564678,0.0,7.0,16.0,16.0,15.0,12.0,16.0,15.0,9.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,7.0,9.0,0.0,14.0,16.0,16.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,6,1.0,285.5,9.98855394808,50.0,12.602523062,0.0,0.0,8.0,13.0,15.0,16.0,15.0,8.0,0.0,10.0,15.0,11.0,0.0,13.0,0.0,8.0,12.0,0.0,16.0,0.0,0.0,0.0,0.0,10.0,15.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0
871,3,0.0,246.5,9.93662194466,54.0,14.6098076825,0.0,16.0,6.0,0.0,10.0,6.0,0.0,6.0,16.0,0.0,16.0,9.0,0.0,16.0,14.0,16.0,15.0,0.0,14.0,0.0,16.0,11.0,0.0,12.0,14.0,15.0,7.0,0.0,0.0,8.0,8.0,0.0
872,7,0.0,256.0,9.59748475033,44.0,13.9990992706,9.0,16.0,7.0,0.0,0.0,16.0,16.0,16.0,14.0,0.0,9.0,16.0,13.0,0.0,15.0,10.0,14.0,10.0,0.0,16.0,15.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
873,0,1.0,458.0,12.282656309,40.0,12.9667755653,7.0,0.0,16.0,10.0,0.0,6.0,13.0,10.0,0.0,9.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,16.0,0.0,14.0,14.0,8.0,8.0,13.0,15.0,9.0,8.0,8.0,6.0,0.0,0.0
874,7,0.0,233.5,9.50613945669,52.0,14.3553787995,0.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,6.0,16.0,16.0,9.0,0.0,13.0,15.0,9.0,0.0,16.0,16.0,16.0,16.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
875,0,1.0,423.5,11.8379850942,35.0,12.8372642853,0.0,13.0,13.0,16.0,12.0,8.0,10.0,16.0,11.0,14.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,8.0,10.0,0.0,12.0,15.0,12.0,14.0,15.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0
876,7,0.0,242.5,9.73252269138,51.0,13.2089701393,0.0,0.0,12.0,0.0,15.0,11.0,0.0,0.0,10.0,0.0,12.0,12.0,11.0,14.0,0.0,13.0,15.0,7.0,0.0,16.0,16.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
877,0,1.0,442.0,12.2302827418,36.0,12.96694907,0.0,0.0,9.0,16.0,13.0,8.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,16.0,6.0,14.0,9.0,0.0,0.0,0.0,7.0,16.0,8.0,8.0,9.0,9.0,0.0
878,7,0.0,274.5,9.7042282756,54.0,13.9927515713,0.0,16.0,10.0,0.0,16.0,14.0,10.0,16.0,14.0,0.0,13.0,16.0,14.0,0.0,14.0,16.0,13.0,0.0,0.0,16.0,16.0,12.0,16.0,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
879,7,0.0,260.0,9.84404694093,45.0,14.4164719367,0.0,16.0,12.0,0.0,8.0,16.0,9.0,16.0,12.0,0.0,11.0,16.0,13.0,0.0,14.0,16.0,14.0,0.0,0.0,16.0,15.0,6.0,8.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
880,7,0.0,249.5,10.011058368,52.0,13.6776691458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,14.0,9.0,16.0,0.0,11.0,16.0,16.0,0.0,16.0,14.0,14.0,16.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,0,1.0,485.5,12.7765145729,23.0,13.2857473678,8.0,7.0,16.0,16.0,16.0,13.0,16.0,15.0,7.0,11.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,8.0,14.0,16.0,13.0,12.0,13.0,16.0,13.0,7.0,8.0,8.0,0.0,0.0
882,9,0.0,264.0,10.2549541487,49.0,12.413065026,0.0,0.0,11.0,16.0,13.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,13.0,16.0,16.0,0.0,0.0,9.0,0.0,0.0,16.0,16.0,16.0,16.0,12.0,0.0,8.0,7.0,0.0,0.0,0.0
883,1,0.0,348.0,10.7207764915,44.0,14.1860241694,0.0,9.0,13.0,9.0,7.0,0.0,7.0,13.0,10.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,13.0,8.0,14.0,15.0,12.0,10.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0
884,7,0.0,288.5,10.2790542494,46.0,13.3075104896,9.0,0.0,6.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,13.0,16.0,16.0,8.0,13.0,16.0,16.0,9.0,7.0,16.0,16.0,16.0,13.0,16.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
885,1,0.0,308.5,10.8071215646,31.0,14.4539469869,0.0,0.0,0.0,0.0,0.0,7.0,15.0,12.0,0.0,11.0,15.0,16.0,16.0,11.0,16.0,16.0,16.0,16.0,16.0,7.0,16.0,16.0,12.0,8.0,8.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0
886,6,1.0,335.0,11.2993381913,36.0,13.0923904728,0.0,0.0,10.0,15.0,16.0,16.0,14.0,11.0,6.0,10.0,16.0,9.0,0.0,16.0,0.0,14.0,6.0,0.0,16.0,0.0,0.0,0.0,0.0,15.0,8.0,16.0,11.0,0.0,0.0,12.0,8.0,0.0
887,9,1.0,267.5,10.6310337445,45.0,12.745960842,0.0,0.0,14.0,14.0,9.0,0.0,0.0,0.0,9.0,8.0,12.0,0.0,0.0,12.0,11.0,8.0,0.0,9.0,0.0,6.0,15.0,16.0,14.0,13.0,12.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
888,7,0.0,256.0,9.31979931478,45.0,15.0192099685,0.0,11.0,6.0,0.0,6.0,15.0,0.0,6.0,14.0,0.0,8.0,16.0,16.0,10.0,0.0,14.0,15.0,6.0,0.0,16.0,16.0,16.0,16.0,9.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
889,1,0.0,254.0,10.086340651,42.0,13.6653044418,9.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,14.0,16.0,10.0,6.0,0.0,16.0,16.0,16.0,16.0,12.0,15.0,12.0,12.0,8.0,8.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0
890,9,1.0,271.5,11.6792728203,38.0,14.872730051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,13.0,13.0,0.0,0.0,6.0,0.0,16.0,0.0,0.0,16.0,16.0,13.0,14.0,16.0,8.0,10.0,12.0,16.0,8.0,8.0,8.0,0.0,0.0
891,6,0.0,302.0,10.2291019142,47.0,13.079042763,8.0,0.0,7.0,16.0,16.0,16.0,16.0,13.0,0.0,12.0,8.0,16.0,15.0,13.0,0.0,0.0,8.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,16.0,0.0,0.0,0.0,12.0,7.0
892,7,0.0,249.5,9.81665849587,48.0,12.9960885202,0.0,10.0,0.0,0.0,0.0,0.0,16.0,14.0,10.0,0.0,0.0,9.0,16.0,13.0,0.0,8.0,15.0,15.0,0.0,16.0,16.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,2,0.0,263.5,9.83108647575,52.0,14.705593135,0.0,16.0,16.0,9.0,0.0,0.0,0.0,16.0,14.0,0.0,8.0,14.0,16.0,16.0,16.0,14.0,10.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,13.0
894,0,1.0,407.0,11.4160814848,38.0,12.0545456221,0.0,0.0,12.0,16.0,15.0,12.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,9.0,0.0,11.0,13.0,9.0,11.0,15.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0
895,3,1.0,294.5,11.2810563312,38.0,13.6066516651,0.0,8.0,16.0,11.0,7.0,0.0,0.0,12.0,12.0,0.0,12.0,12.0,0.0,16.0,12.0,16.0,15.0,0.0,16.0,0.0,8.0,8.0,0.0,13.0,16.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0
896,7,0.0,212.0,8.4499759906,51.0,14.2891992223,0.0,16.0,16.0,6.0,0.0,0.0,6.0,15.0,16.0,0.0,8.0,14.0,15.0,8.0,12.0,15.0,7.0,0.0,0.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,2,0.0,236.5,10.9682982379,50.0,14.8220616551,0.0,10.0,16.0,9.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0,10.0,16.0,0.0,6.0,13.0,16.0,15.0,11.0,12.0,16.0,0.0,0.0,0.0,8.0,16.0
898,2,0.0,222.0,9.86645120851,55.0,14.7176455913,0.0,14.0,16.0,8.0,0.0,0.0,0.0,15.0,14.0,0.0,0.0,9.0,15.0,16.0,16.0,14.0,9.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,7.0,13.0
899,5,0.0,205.0,9.90797393333,54.0,13.8205150693,0.0,10.0,9.0,12.0,15.0,12.0,0.0,7.0,12.0,11.0,16.0,0.0,0.0,16.0,0.0,14.0,10.0,0.0,16.0,10.0,9.0,0.0,0.0,6.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
900,7,0.0,240.0,9.82292701142,43.0,13.8519254936,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,16.0,12.0,10.0,16.0,8.0,16.0,15.0,7.0,0.0,8.0,16.0,16.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901,2,0.0,275.5,10.4605597774,47.0,15.6332784823,0.0,16.0,16.0,16.0,6.0,0.0,0.0,13.0,14.0,0.0,0.0,10.0,14.0,16.0,16.0,16.0,16.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,9.0,16.0
902,3,0.0,187.5,10.1208363858,52.0,14.790709051,0.0,11.0,12.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,10.0,6.0,0.0,16.0,13.0,16.0,13.0,0.0,16.0,0.0,0.0,0.0,0.0,11.0,14.0,12.0,16.0,0.0,0.0,0.0,8.0,0.0
903,7,0.0,268.5,9.92466377993,36.0,13.0734369641,0.0,0.0,16.0,8.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,16.0,8.0,0.0,14.0,13.0,16.0,15.0,8.0,16.0,15.0,12.0,13.0,16.0,13.0,12.0,14.0,0.0,12.0,0.0,0.0,0.0
904,7,0.0,225.5,9.36206497611,61.0,12.8042461363,6.0,0.0,16.0,0.0,0.0,16.0,6.0,0.0,6.0,0.0,6.0,16.0,13.0,12.0,12.0,16.0,16.0,12.0,0.0,0.0,0.0,6.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
905,2,0.0,277.0,9.15648560797,47.0,14.7478025376,0.0,16.0,16.0,10.0,0.0,0.0,13.0,16.0,16.0,14.0,14.0,16.0,13.0,16.0,12.0,8.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,9.0,0.0
906,5,0.0,289.0,9.68182067281,50.0,14.0132845498,0.0,14.0,16.0,16.0,16.0,8.0,0.0,15.0,14.0,6.0,16.0,10.0,0.0,16.0,0.0,12.0,16.0,12.0,11.0,16.0,8.0,0.0,0.0,9.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
907,6,0.0,268.0,10.9449146168,36.0,13.3827858382,0.0,0.0,12.0,16.0,16.0,16.0,16.0,11.0,0.0,0.0,0.0,0.0,16.0,12.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,8.0,16.0,11.0
908,7,0.0,226.5,10.319072515,46.0,15.1295454662,0.0,14.0,12.0,0.0,0.0,0.0,0.0,11.0,16.0,0.0,0.0,8.0,15.0,10.0,0.0,13.0,16.0,8.0,0.0,16.0,14.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909,2,0.0,225.0,11.1592208352,46.0,15.1319780055,0.0,14.0,14.0,0.0,0.0,0.0,0.0,16.0,14.0,0.0,0.0,0.0,13.0,16.0,12.0,12.0,16.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,7.0,10.0
910,6,1.0,344.0,11.1655220292,33.0,13.4315862595,10.0,9.0,16.0,16.0,16.0,16.0,16.0,16.0,7.0,0.0,0.0,12.0,16.0,16.0,0.0,0.0,16.0,9.0,16.0,0.0,0.0,0.0,0.0,14.0,10.0,9.0,16.0,0.0,0.0,15.0,16.0,11.0
911,0,1.0,430.5,12.5041073897,26.0,13.2642135814,0.0,6.0,15.0,15.0,12.0,13.0,13.0,16.0,11.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,8.0,0.0,10.0,7.0,0.0,11.0,16.0,7.0,0.0,8.0,8.0,0.0,0.0,0.0
912,7,0.0,266.5,9.32866401572,50.0,14.7964070069,0.0,14.0,16.0,13.0,0.0,0.0,0.0,11.0,15.0,0.0,0.0,12.0,16.0,14.0,12.0,16.0,14.0,6.0,0.0,16.0,16.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913,2,0.0,225.5,10.2683021048,49.0,14.5809254914,0.0,11.0,14.0,0.0,0.0,0.0,10.0,16.0,7.0,10.0,14.0,16.0,13.0,10.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,8.0,7.0
914,8,2.0,387.5,11.3014877021,45.0,14.295739733,0.0,0.0,14.0,12.0,14.0,0.0,0.0,10.0,0.0,0.0,12.0,12.0,15.0,10.0,6.0,7.0,16.0,9.0,16.0,0.0,8.0,16.0,16.0,13.0,16.0,16.0,16.0,0.0,0.0,0.0,12.0,14.0
915,5,0.0,234.5,9.97004706354,43.0,13.7513076075,0.0,10.0,15.0,12.0,11.0,0.0,0.0,0.0,6.0,9.0,16.0,8.0,0.0,16.0,0.0,14.0,9.0,0.0,16.0,0.0,6.0,0.0,0.0,14.0,16.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0
916,7,0.0,279.0,9.99192657466,44.0,14.4921805764,0.0,7.0,7.0,0.0,15.0,12.0,0.0,7.0,10.0,0.0,16.0,16.0,16.0,14.0,0.0,16.0,13.0,0.0,0.0,16.0,14.0,15.0,16.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
917,3,0.0,253.0,9.89833280308,59.0,13.3805350715,0.0,6.0,16.0,0.0,14.0,8.0,0.0,15.0,8.0,10.0,16.0,0.0,0.0,16.0,13.0,16.0,0.0,0.0,16.0,0.0,7.0,0.0,10.0,15.0,12.0,16.0,7.0,0.0,0.0,6.0,0.0,0.0
918,2,0.0,266.0,10.0828897762,51.0,15.2274896484,0.0,16.0,11.0,0.0,0.0,0.0,0.0,14.0,16.0,0.0,0.0,0.0,13.0,16.0,10.0,12.0,16.0,13.0,16.0,0.0,9.0,14.0,11.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,7.0,11.0
919,3,0.0,217.0,10.2015731988,53.0,13.8511953431,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,16.0,13.0,16.0,0.0,0.0,7.0,14.0,15.0,9.0,13.0,14.0,13.0,13.0,0.0,0.0,7.0,7.0,0.0,0.0
920,7,0.0,242.0,9.75994474634,32.0,14.3164396504,0.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,9.0,9.0,7.0,13.0,0.0,16.0,16.0,15.0,0.0,16.0,12.0,11.0,16.0,11.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
921,3,0.0,231.5,9.93374773667,49.0,13.8212917494,0.0,12.0,11.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,15.0,14.0,8.0,9.0,16.0,12.0,12.0,16.0,0.0,12.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922,6,0.0,247.5,9.48832807789,65.0,12.9372789348,7.0,0.0,11.0,15.0,12.0,13.0,16.0,11.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,16.0,0.0,16.0,8.0,0.0,0.0,0.0,12.0,13.0,16.0,16.0,0.0,0.0,10.0,11.0,0.0
923,8,2.0,349.0,10.2935809048,35.0,14.3766622695,0.0,14.0,13.0,12.0,12.0,10.0,15.0,12.0,11.0,0.0,13.0,16.0,0.0,12.0,8.0,8.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,16.0,0.0,0.0,8.0,12.0,0.0
924,7,0.0,273.5,10.0728527718,43.0,12.6156344103,0.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,7.0,0.0,12.0,16.0,13.0,16.0,12.0,16.0,16.0,15.0,0.0,16.0,16.0,16.0,16.0,14.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0
925,3,0.0,273.0,10.296937689,55.0,14.0406522456,0.0,14.0,15.0,6.0,0.0,0.0,0.0,16.0,12.0,0.0,10.0,14.0,0.0,16.0,16.0,16.0,12.0,0.0,16.0,0.0,7.0,0.0,10.0,16.0,12.0,15.0,14.0,0.0,6.0,9.0,7.0,0.0
926,7,0.0,258.0,9.77464543587,42.0,12.9831562872,0.0,0.0,0.0,0.0,0.0,7.0,16.0,7.0,0.0,0.0,0.0,8.0,16.0,16.0,0.0,9.0,14.0,16.0,6.0,13.0,16.0,16.0,16.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
927,3,0.0,266.5,9.63603631532,53.0,13.8971090948,0.0,7.0,16.0,7.0,0.0,0.0,0.0,11.0,8.0,0.0,13.0,13.0,0.0,16.0,9.0,16.0,16.0,0.0,16.0,10.0,12.0,12.0,10.0,16.0,12.0,15.0,12.0,0.0,7.0,9.0,7.0,0.0
928,7,0.0,277.5,9.70165413956,44.0,13.159457095,0.0,10.0,15.0,0.0,0.0,14.0,11.0,8.0,12.0,8.0,12.0,16.0,16.0,12.0,16.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
929,4,0.0,282.0,9.72947248734,45.0,13.1579172184,0.0,0.0,11.0,16.0,16.0,15.0,0.0,0.0,0.0,12.0,14.0,16.0,10.0,16.0,0.0,8.0,16.0,16.0,14.0,0.0,0.0,0.0,14.0,16.0,11.0,8.0,0.0,11.0,0.0,0.0,0.0,0.0
930,3,0.0,218.5,10.1564933518,57.0,14.372535137,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,15.0,11.0,0.0,16.0,14.0,16.0,16.0,0.0,14.0,0.0,12.0,9.0,0.0,9.0,16.0,14.0,0.0,0.0,0.0,11.0,0.0,0.0
